Sigla,Setor_Descricao,Setor_Codigo
COGEAD,VICE DIR. DE GEST. DESENV. INSTITUCIONAL,012000011
COGEAD,COORDENACAO COMUNIC. DIVULGACAO EVENTOS,012001003
COGEAD,LAB. NA FORMACAO GERAL EDUCACAO BASICA,012007008
COGEAD,SECAO DE GESTAO DO TRABALHO,012001006
COGEAD,SECRETARIA ESCOLAR,012000004
COGEAD,COORDENACAO DE POS GRADUACAO,012000020
COGEAD,LABORATORIO DE MANUTENCAO,012008010
COGEAD,SECAO DE MATERIAIS E COMPRAS,012001005
COGEAD,SETOR DE CONTRATOS ADMINISTRATIVOS,012001018
COGEAD,ESCOLA POLITECNICA DE SAUDE J.VENANCIO,012000000
COGEAD,SECAO FINANCEIRA,012001013
COGEAD,NUCLEO DE TECNOLOGIA EDUCACIONAL,012000009
COGEAD,COORD. DE ESTR. DE INTEGR. REG. E NAC.,001000015
COGIC,SUBSECAO GRUPO GERADOR,008003220
INI,COORDENACAO ATENCAO A PACIENTES EXTERNOS,017205340
COC,DEPARTAMENTO DE PATRIMONIO HISTORICO,014134000
ENSP,LABORATORIO DE TOXICOLOGIA AMBIENTAL,007005931
COGEAD,INFORMATICA,001014000
IRR,IMUNOPATOLOGIA,031040110
INCQS,LABORATÓRIO DE METROLOGIA,065009210
ENSP,CENTRO DE SAÚDE DO TRAB. ECOL. HUMANA,007005900
ENSP,COORDENAÇÃO DE COMUNICAÇÃO INSTITUCIONAL,007005200
ENSP,NUCLEO DE ASSISTENCIA FARMACEUTICA,007002101
IOC,SERVICO DE JORNALISMO E COMUNICACAO,005154000
IGM,SALA DE AULA PAV. ALOISIO PRATA II,033022010
INI,LAB DE MICOLOGIA,017204614
COGEAD,ESCRITORIO TECNICO DE RONDONIA,001011014
INI,SERVICO DE NUTRICAO,017205180
IFF,AMBULATORIO - NUTRICAO,006004910
IFF,BENS NAO LOCALIZADOS,006001601
IRR,SERVICO DE ADMINISTRACAO MATERIAL,031002400
ILMD,SERVICO DE INFORMATICA,042103600
COGEAD,ASSESSORIA DE COMUNICACAO,020001430
COGEAD,ASSESSORIA/PRESIDENCIA,001000001
COGIC,SECAO CARPINTARIA,008003130
INCQS,LABORATÓRIO DE FISIOLOGIA,065004220
IRR,COMPORT. DE VETORES E INT. COM PATOGENOS,031040090
ENSP,DEPARTAMENTO DE CIÊNCIAS SOCIAIS,007003000
INCQS,LABORATÓRIO DE FARMACOLOGIA,065004100
IOC,LAB DE VIROLOGIA COMPARADA E AMBIENTAL,005120073
INCQS,SETOR DE PRODUTOS NÃO ESTERIES,065007130
IOC,LAB DE PROTOZOOLOGIA,005120059
INCQS,SETOR DE ELEMENTOS INORGÂNICOS,065002260
IOC,LAB DE PESQUISAS SOBRE O TIMO,005120048
ICTB,DEPARTAMENTO DE PRODUCAO ANIMAL,018005000
INCQS,SETOR DE CONTAMINANTES ORGÂNICOS,065002550
IOC,LAB DE IMUNOLOGIA VIRAL,005120071
INCQS,LAB.DE MIC.DE PRODUTOS ESTER. E NÃO EST,065007100
IFF,INSTITUTO FERNANDES FIGUEIRA,006000000
FAR-MANGUINHOS,LAB. DE SINTESE ORGANICA SINT.3/4,011010201
FAR-MANGUINHOS,LABORATORIO DE PRODUTOS NATURAIS PN 3,011010201
FAR-MANGUINHOS,LABORATORIO DE PRODUTOS NATURAIS PN 2,011010201
FAR-MANGUINHOS,SERVICO DE CONTROLE DE QUALIDADE,011010201
INCQS,"SETOR DE IRRITAÇÃO, PIROGÊNIO E LAL",065004230
IRR,GRUPO INTEGR. DE PESQ. EM BIOMARCADORES,031008000
FAR-MANGUINHOS,SERVICO DE PRODUCAO PREDIO 70,011010201
IGM,LAB.ENGENHARIA TECIDUAL IMUNOFARMACOLOG.,033013000
IOC,LAB TAXONOMIA BIOQUIM BIOPROSPECCAO FUNG,005120056
IOC,"LAB VIRUS RESP, EXANT, ENTER, EMERG VIR",005120075
IOC,LAB DE ULTRA ESTRUTURA CELULAR,005120065
IOC,LAB DE AIDS E IMUNOLOGIA MOLECULAR,005120040
ICTB,SERVICO DE CONTROLE DA QUALIDADE ANIMAL,018006000
INI,LAB DE BACTERIOLOGIA E BIOENSAIOS,017204613
IOC,LAB DE BIOLOGIA ESTRUTURAL,005120064
IOC,LAB DE VIRUS RESPIRATORIO E SARAMPO,005120075
IRR,HELMINTOLOGIA E MALACOLOGIA MEDICA,031012000
IOC,LAB DE HANTAVIROSES E RICKTTESIOSE,005120069
INCQS,"LAB. VAC. VIRAIS, BIOFARM E CULTURA CEL.",065009120
ILMD,LAB. DE DIAG. E CONTR. DE DOENCAS INFEC,042101800
IOC,LAB EXPERIMENTAL E COMPUTACIONAL FARMACO,005120019
IGM,LAB ENFERM.INFECCIOSAS TRANSMIT.VETORES,033600000
INCQS,LAB. DE MIC. DE ALIMENTOS E SANEANTES,065007320
INCQS,GESTAO ECONOMICA,065000005
FAR-MANGUINHOS,DIVISAO DA PLAT. AGR. DE FITOMEDICAMENTO,011010201
IOC,LAB BIOL MOLEC TRIPANOS E FLEBOTOMINEOS,005120015
COGEAD,VICE DIR. DE GESTAO DE INFRAESTRUTURA,069001300
COGEAD,INSTITUTO CARLOS CHAGAS,069000000
INCQS,SETOR DE VACINAS BACTERIANAS,065009170
IOC,LAB. DE REGULAÇAO DA EXPRESSAO GENICA,005002640
IAM,LAB IMUNOPATOLOGIA E BIOLOGIA MOLECULAR,032004001
ENSP,DEPARTAMENTO DE CIENCIAS BIOLOGICAS,007002100
IOC,LAB DE SISTEMATICA E BIOQUIMICA,005120022
FAR-MANGUINHOS,FARMACOLOGIA APLICADA,011010201
ILMD,SERVICO TECNICO DE SUPORTE A PESQUISA,042101100
ILMD,NUCLEO TECNICO DE SUPORTE A PESQUISA,042101100
FAR-MANGUINHOS,SERVIÇO DE BIOPROCESSOS,011010201
INI,SECAO DE IMUNODIAGNOSTICO,017205260
IOC,LAB DE IMUNOMODULACAO EE PROTOZOOLOGIA,005120059
COGEAD,SERV DE INTEGRACAO DE ATIV LABORATORIAIS,017102300
INI,INST NAC DE INFECTOLOGIA EVANDRO CHAGAS,017000000
INI,SECAO DE HEMATOLOGIA,017205270
ICTB,INSTITUTO CIENCIA E TECNOLOGIA BIOMODELO,018000000
FAR-MANGUINHOS,LAB. DE PROD. NAT. PARA A SAUDE PUBLICA,011010201
IGM,LAB.AVANCADO SAUDE PUBLICA,033008000
INCQS,SETOR DE VACINAS,065007110
FAR-MANGUINHOS,DEPTO DE PESQUISA E DESENV. TECNOLOGICO,011010201
FAR-MANGUINHOS,SERVICO DE CONTROLE FISICO-QUIMICO,011010201
ENSP,DSSA - LABORATÓRIO,007002300
FAR-MANGUINHOS,DIVISAO DE CONTROLE DE QUALIDADE,011010201
INCQS,DEPARTAMENTO DE QUÍMICA,065002000
INCQS,SETOR DE CULTURA DE CÉLULAS,065009160
IGM,LAB. DE INFLAMACAO E BIOMARCADORES,033700000
IAM,LABORATORIO DE MUTAGENESE,032006005
INI,AGENCIA TRANSFUSIONAL,017205310
COGEAD,SERVICO DE FARMACOCINETICA,001018001
INCQS,SETOR DE BACTÉRIAS E ARQUEAS,065007300
IGM,BIOTERIO,033015000
IRR,GRUPO DE ESTUDO EM LEISHMANIOSES,031014000
IOC,LAB EPIDEMIOL DE MALFORMACOES CONGENITAS,005120036
ICTB,DEP.DE CONTROLE DA QUALIDADE ANIMAL,018006000
IOC,LAB DE GENETICA HUMANA,005120034
INCQS,SETOR DE FUNGOS,065007500
IOC,LAB BIOQUIMICA DE PROTEINAS E PEPTIDEOS,005120019
INCQS,SETOR DE PRODUTOS BIOLÓGICOS,065002310
IOC,LAB. DE GENÉTICA HUMANA,005003520
ENSP,CENTRO ESTUDO DA SAUDE TRAB.ECOL.HUMANA,007005900
IOC,EPIDEMIOLOGIA E SISTEMATICA MOLECULAR,005120022
IAM,LABORAT.VIROLOGIA E TERAPIA EXPERIMENTAL,032013000
INI,LAB DE PESQUISA CLINICA EM DST E AIDS,017204601
IOC,LAB. DE VIRUS RESPIRATORIO E SARAMPO,005002440
IOC,LAB EPID E SISTEMATICA MOLECULAR,005120022
IRR,DIAGNÓSTICO E TER. DE DOENÇAS INF. E ONC,031009000
IRR,INT. BIOMP. SCHIST. MANSONI E ESQUISTOSS,031009000
IFF,LABORATORIO CONTROLE DE ALIMENTOS,006009920
INCQS,SETOR DE ALIMENTOS,065007050
INCQS,SETOR DE SUBSTANC.QUÍMICAS DE REFERÊNCIA,065007600
INCQS,SETOR DE RESÍDUOS,065002210
IFF,DEPARTAMENTO DE GENETICA,006005090
IFF,LABORATORIO DE FISIOPATOLOGIA HUMANA,006008210
IOC,DEPTO DE BIOLOGIA,005003000
IGM,LABORATORIO P3,033027180
IRR,GENOMICA FUNC. E PROT. DE LEISHMANIA SSP,031040120
INCQS,SETOR DE MEIOS DE CULTURA,065007012
ENSP,CENTRO REFERENCIA PROFESSOR HELIO FRAGA,007010000
ENSP,SERVICO DE LABORATORIO - HELIO FRAGA,007010010
IGM,PLATAFORMA DE DIAGNOSTICO PARA O COVID19,033007401
IGM,LAB.PATOLOGIA BIOLOGIA MOLECULAR,033020000
INCQS,SETOR DE ENSAIOS TOXICOLÓGICOS,065004240
IGM,LABORATORIO DE BIOSSEGURANÇA NIVEL 3 NB3,033008001
IOC,LAB DE PESQUISA EM MALARIA,005120045
FAR-MANGUINHOS,LABORATORIO DE BIOPRODUTOS,011010201
IOC,LAB DESENV TECNOLOGICO EM VIROLOGIA,005120066
IFF,BIOQUIMICA - PATOLOGIA CLINICA,006004530
IOC,LAB DE MORFOLOGIA E MORFOGENESE VIRAL,005120079
COGEAD,LAB. DE BIO. ESTR. E ENG. DE PROTEINAS,069001416
COGEAD,LAB DE REGULACAO DA EXPRESSAO GENICA,069001401
COGEAD,PLATAFORMA DE PUR. E CARAC. DE PROTEINA,069001417
INCQS,SETOR DE SOROS ANTIPEÇONHENTOS,065009130
INCQS,NÚCLEO DE AL. MIC. E MÉTODOS RÁPIDOS,065002250
IAM,LABORATORIO SERVICO NAC REF EM FILARIOSE,032006007
IAM,LABORATORIO DE IMUNOPARASITOLOGIA,032004002
COGEAD,PLATAFORMA DE CITOMETRIA DE FLUXO,069001415
COGEAD,DEPARTAMENTO DE ADMINISTRACAO,069001280
INCQS,SETOR DE MEDICAMENTOS,065002130
COGEAD,"VICE-PRESID. AMB,ATENCAO E PROM. SAUDE",001013000
IGM,LAB.PATOLOGIA EXPERIMENTAL,033007000
IFF,UNIDADE DE PESQUISA CLINICA,006006050
INI,LAB PESQ CLI E VIGILANCIA EM LEISHMANIOS,017204619
COGEAD,LAB DE BIOLOGIA BASICA DE CELULAS TRONCO,069001402
INI,LAB DE PESQ CLINICA EM DOENÇAS DE CHAGAS,017204602
IRR,BIOLOGIA E IMUNOLOGIA PARASITARIA,031040290
INCQS,SETOR DE COSMÉTICOS E SANEANTES,065002570
IOC,LAB DE DIPTERA,005120024
FAR-MANGUINHOS,FARMACOTECNICA,011010201
COGEAD,PLATAFORMA ESPECTROMETRIA DE MASSAS,069001414
COGEAD,LABORATORIO DE CULTIVO DE CELULAS TRONCO,069001422
COGEAD,SALA DE CULTIVO DE PARASITAS,069001406
COGEAD,LAB. DE CIEN. E TEC. APLICADAS EM SAUDE,069001410
COGEAD,LAB PROD KITS PARA DIAG VIROSES EMERGENT,069004100
IGM,SALA DE MICROSCOPIA,033005006
COGEAD,LAB DE BI. MOLEC. E SIST. DE TRIPANOSSOM,069001404
IRR,PLATAFORMA DE SEQUENCIAMENTO NGS,031040350
IAM,LABORATORIO DE BIOSSEGURANÇA NIVEL 3,032001014
IAM,LABORATORIO DE IMUNOGENETICA,032004007
INCQS,LABORATORIO ALIMEN.CONTAMINANTES III,065002230
IFF,BANCO DE SANGUE - PATOLOGIA CLINICA,006004520
IOC,LAB DE IMUNOMODULACAO,005120059
IAM,CENTRO DE PESQUISAS AGGEU MAGALHAES,032000000
IOC,LAB DE IMUNOLOGIA CLINICA,005120044
IGM,LAB. PATOLOGIA E BIOINTERVENCAO,033011000
FAR-MANGUINHOS,LABORATORIO DE SINTESE DE FARMACOS,011010201
IOC,LAB DE TRANSMISSORES DE LEISHMANIOSE,005120029
IFF,BACTERIOLOGIA - PATOLOGIA CLINICA,006004510
IRR,TRIATOMINEOS,031010000
IOC,LAB BIOTECNOL FISIOLOGIA INFEC VIRAIS,005120081
IOC,LAB BIOLOGIA MOLECULAR DE FLAVIVIRUS,005120018
COGEAD,CENTRO TECN. INF. BANCO LEITE HUM.ALEIT.,009101005
COGEAD,ESCRITORIO TECNICO DO CEARA,030000000
INCQS,LABORATÓRIO DE SANGUE E HEMODERIVADOS,065009110
IOC,DEPTO DE BIOQUIMICA E BIOLOGIA MOLECULAR,005002600
FAR-MANGUINHOS,DEPARTAMENTO DE BIOTECNOLOGIA,011010201
IOC,DEPTO DE FISIOLOGIA E FARMACODINÂMICA,005003600
INI,COORDENACAO DE ATIVIDADES DIAGNOSTICAS,017205220
IOC,LAB. DE ZOONOSES BACTERIANAS,005002220
INCQS,LAB. DE MED. COSMÉTICOS E SANEANTES,065002120
IOC,LAB DE VIROLOGIA COMPARADA,005120073
COGEAD,CENTRO INFOR. CIENTIFICA E TECNOLOGICA,009000000
FAR-MANGUINHOS,LABORATORIO DESENV E VALIDACAO ANALITICA,011010201
IRR,QUIMICA DE PRODUTOS NATURAIS BIOATIVOS,031018000
IRR,IMUNOLOGIA DE DOENCAS VIRAIS,031021000
IRR,PLATAFORMA DE MICROS. E MICROAN. DE IMAG,031040240
COGEAD,LAB. DE PROT. ESTRUTURAL E COMPUTACIONAL,069001429
FAR-MANGUINHOS,LABORATORIO DE ESTUDOS NO ESTADO SOLIDO,011010201
IGM,DEPOSITO DE BENS - SEPAT,033003611
COGEAD,SALA DE PESAGEM,069001407
FAR-MANGUINHOS,LAB. DE SINTESE ORGANICA SINT.2/5,011010201
FAR-MANGUINHOS,LABORATORIO DE TECNOLOGIA FARMACEUTICA,011010201
INI,LAB DE PESQUISA EM FARMACOGENETICA,017204610
FAR-MANGUINHOS,NUCLEO DE TECNOLOGIA AMBIENTAL,011010201
FAR-MANGUINHOS,DEPARTAMENTO DE CONTROLE DE QUALIDADE,011010201
IRR,LAB.PARASITOLOGIA CELULAR MOLECULAR,031017000
INCQS,SETOR DE CITOTOXIDADE E GENOTOCICIDADE,065004250
IAM,DEPARTAMENTO DE PARASITOLOGIA,032006000
IAM,ASSIST. TECNICA PLATAFORMAS TECNOLOGICAS,032001013
INI,LAB DE PESQ CLINICA EM NEUROINFECCOES,017204606
FAR-MANGUINHOS,CENTRAL ANALITICA,011010201
INI,SERVICO DE ANATOMIA PATOLOGICA,017205240
IRR,PLATAFORMA DE BIOPROSPECCAO,031040210
ILMD,LAB. DIVERS. MIC. DA AMAZ. COM IMPORTANC,042101700
IGM,LABORATORIO INFLAMACAO BIOMARCADORES-LIB,033700000
IGM,SERVICO NACIONAL DA INDUSTRIA CIMATEC,033999955
IAM,LABORATORIO BIOLOGIA CELUALR E MOLECULAR,032006003
IAM,LABORATORIO DE DOENÇAS TRANSMISSIVEIS,032006002
IGM,ESCOLA BAHIANA DE MEDICINA SAUDE PUBLICA,033038000
FAR-MANGUINHOS,SERVICO DE FLEXOGRAFIA,011010201
COGEAD,LABORATORIO DE CULTIVO DE VIRUS,069001420
IFF,IMUNOLOGIA - PATOLOGIA CLINICA,006004550
IGM,HOSPITAL SÃO RAFAEL,033888811
IOC,LAB BIOQUIMICA DE PROTEINAS E REPTIDEOS,005120019
IOC,DEPTO DE MEDICINA TROPICAL,005003100
FAR-MANGUINHOS,GABINETE,011010201
FAR-MANGUINHOS,COORDENACAO DE DESENVOLVIMENTO TECNOLOGI,011010201
COGEAD,LAB. PROD TESTE RAPIDO E CONTROLE QUALID,069004200
COGEAD,LABORATORIO DE VIROLOGIA MOLECULAR 1,069001405
COGEAD,LABORATORIO DE REFERENCIA,069004000
IRR,LAB. MULT. DE PRODUCAO DE RECOMBINANTES,031040250
IGM,LAB. DE INT. PARAS-HOSP. E EPIDEMIOLOGIA,033200000
IRR,PLATAFORMA DE CITOMETRIA DE FLUXO,031040190
INCQS,SETOR DE ESTERILIZAÇÃO,065007011
IFF,VIROLOGIA - PATOLOGIA CLINICA,006004580
INCQS,SETOR DE VACINAS VIRAIS E BIOFÁRMACOS,065009140
FAR-MANGUINHOS,LABORATORIO DE FUNGOS,011010201
INCQS,SERVIÇO TÉCNICO PROGRAMÁTICO,065006000
FAR-MANGUINHOS,DEPARTAMENTO DE PRODUCAO,011010201
ENSP,VICE DIREÇÃO AMBULATÓRIOS E LABORATÓRIOS,007008500
FAR-MANGUINHOS,COLONIA JULIANO MOREIRA,011010201
IOC,SERVICO DE PRODUCAO DE IMAGEM,005155000
INCQS,LAB DE VAC. BAC. E SOROS HIPERIMUNES,065009150
FAR-MANGUINHOS,LABORATORIO DE FARMACOTECNICA EXPERIMENT,011010201
IGM,INSETARIO LIP,033004005
COGEAD,DEPARTAMENTO DE CIENCIAS BIOLOGICAS,007002100
COGEAD,LABORATORIO DE PESQUISA EM APICOMPLEXA,069001428
COGEAD,COORDENACAO DE ENGENHARIA,069001320
IOC,DEPTO DE VIROLOGIA,005002400
IOC,DEPTO DE BACTERIOLOGIA,005002200
IGM,PLATAFORMA DE SEQUENCIAMENTO,033027300
INI,LAB DE PARASITOLOGIA,017204615
IRR,"VICE-DIR. DE ENSINO, INF. E COMUNICACAO",031050000
IGM,FUNDACAO BAIANA PARA DESENVOLV.CIENCIA,033999920
IGM,LABORATORIO DE PESQUISA EXPERIMENTAL,033007000
COGEAD,LABORATORIO DE CULTIVO DE CELULAS,069001421
ENSP,CENTRO DE SAÚDE ESCOLA GERMANO SINVAL F.,007007100
IRR,SEQUENCIAMENTO DE DNA - BH,031040160
INI,VICE-DIRECAO DE PESQUISA CLINICA,017204000
IRR,POSTO AVANCADO DE ESTUDOS EMMANUEL DIAS,031020000
IGM,LAB. ENF. INFEC. TRANSMITIDA POR VETORES,033600000
IGM,LABORATORIO DE PESQUISAS CLINICAS,033500000
INCQS,SETOR DE FISIOPATOLOGIA,065004210
COGEAD,VICE-PRESID. PESQ. DESENV. TECNOLOG.,001010000
IOC,DATT-BIOSEGURANCANB3 01,005142109
COGEAD,COORD. DE VIG. EM SAUDE E LAB. DE REF.,001000014
COGEAD,CENTRO DE PESQUISAS AGGEU MAGALHAES,032000000
INI,SECAO DE PSICOLOGIA,017205210
IRR,SECAO DE BIOTERIO,031006010
IAM,SEÇÃO DE ADMINISTRAÇÃO GERAL,032002010
COC,NUCLEO ESTUDOS PUBLICO E AVALI EM MUSEUS,014135420
IRR,SERV GESTAO DA QUAL. BIOSSEG. E AMBIENTE,031000020
IAM,MANUTENCAO E OFICINA,032001402
COGIC,SECAO ALMOXARIFADO,008003110
IGM,SECAO DE MANUTENCAO,033003500
COGEAD,SETOR DE MANUT. DE EQUIP. E INST. PREDIA,012001015
ICTB,SERVICO DE MANUTENCAO,018003000
COGEAD,SECAO MATERIAL E PATRIMONIO,043203210
FAR-MANGUINHOS,LAB.DESENVOLVIMENTO E VALIDACAO ANALITIC,011010201
FAR-MANGUINHOS,DEPARTAMENTO DE FLEXOGRAFIA,011010201
ENSP,SETOR DE PLANEJAMENTO,007006100
IOC,LAB DE TRANSMISSORES DE HEMATOZOARIOS,005120028
IFF,DIRECAO,006000001
IAM,SECAO DE ALMOXARIFADO,032002130
FAR-MANGUINHOS,DEPTO DE GESTAO DE INFRAESTRUTURA,011010201
INCQS,SETOR DE PRODUTOS ESTÉREIS,065007220
FAR-MANGUINHOS,LABORATORIO MICROBIOLOGICO,011010201
COGEAD,CENTRO DE SAUDE DO TRABALHADOR,067000000
IRR,INFORMATICA DE BIOSSISTEMAS,031040140
COC,PROGRAMA DE POS GRADUACAO,014110100
COGEAD,COORDENADORIA DE COOPERACAO SOCIAL,001001420
COGIC,DEPARTAMENTO GESTÃO AMBIENTAL,008104000
COGEAD,ESCRITORIO PALACIO ITABORAI,001001111
ENSP,SECRETARIA DE APOIO A CURSOS,007001120
IAM,VICE DIRETORIA DE ENSINO,032001003
COC,SERVICO DE EDUCAÇÃO,014135100
ENSP,SECRETARIA DE APOIO AOS CURSOS E EVENTOS,007001120
ENSP,DIRECAO - HELIO FRAGA,007010001
IAM,DIRETORIA DO CPQAM,032001000
COC,"SERVI DE APOI0 A OPERAÇÃO,INFRA E GESTÃO",014135440
COGEAD,SECAO DE PATRIMONIO,012008013
COC,SERVICO DE VISITACAO E ATEND AO PUBLICO,014135100
COGEAD,SERVICO DE VIDEOSAUDE DISTRIBUIDORA,009101100
IFF,AMBULATORIO PNEUMOLOGIA,006004430
INCQS,GERAL,065002510
COC,SERVIÇO DE ITINERÂNCIA,014135430
INCQS,DEPARTAMENTO DE ADMINISTRACAO,065001000
INI,SERVICO DE FISIOTERAPIA,017205190
INI,NUCLEO DE ENGENHARIA CLINICA,017205102
COGEAD,INSTITUTO DE BIOLOGIA MOLECULAR DO PR,069001490
INCQS,NT DE SANGUE E HEMODERIVADOS,065006100
IFF,DEP.DE NEONATOLOGIA,006006000
COGEAD,LAB DE BACTERIOLOGIA E BIOENSAIOS,017100015
COGEAD,VICE-PRESID. PESQ. E LAB. DE REFERENCIA,001010000
IGM,SERVICO DE INFRAESTRUTURA E LOGISTICA,033003500
IOC,DEP DE GESTAO ADMINISTRATIVA,005132000
COGEAD,SERVICO DE BIOTECNOLOGIA E DESEN. ANIMAL,018006300
IGM,FACULDADE DE FARMACIA,033888801
INI,VICE-DIRECAO DE SERVIÇOS CLINICOS,017205000
INI,SECAO DE PATRIMONIO,017206210
FAR-MANGUINHOS,COORDENACAO DE GESTAO DA QUALIDADE,011010201
IGM,CASA DE MAQUINAS,033003520
INI,LAB PESQ CLINICA OFTALMOLOGIA INFECCIOSA,017204607
IAM,BIBLIOTECA,032001310
COGEAD,BIBLIOTECA DE SAUDE DA MULHER E CRIANCA,009101600
COGEAD,SECAO DE SERVICOS GERAIS,009103230
COGEAD,SECAO DE ACESSO A INFORMACAO,009101401
COGEAD,NUCLEO DE EDUCACAO PROFISS. LABORATORIO,012007002
FAR-MANGUINHOS,VICE-DIRETORIA DE GESTAO DO TRABALHO,011010201
IFF,AMBULATORIO NEONATOLOGIA FOLLOW-UP,006004290
IFF,UPI - PEDIATRIA,006004209
IFF,AMBULATORIO GERAL - PEDIATRIA,006004214
ILMD,SERVICO DE GESTAO DA TECNO DA INFORMACAO,042103600
FAR-MANGUINHOS,DIRETORIA COMERCIAL,011010201
FAR-MANGUINHOS,GERENCIA DE RECURSOS HUMANOS,011010201
FAR-MANGUINHOS,DEPARTAMENTO DE PLANEJ. E ADMINISTRACAO,011010201
FAR-MANGUINHOS,SERVICOS GERAIS,011010201
COC,DEP PESQ EM HISTORIA DA CIENCIA E SAUDE,014132000
COGEAD,SERVICO DE GESTAO DE CONTRATOS,020005500
FAR-MANGUINHOS,DEPARTAMENTO DE LOGISTICA,011010201
COGEAD,FARMACIA POPULAR RJ-SUPERVIA/CENTRAL,066002003
COGEAD,FARMACIA POPULAR DF-SOBRADINHO,066009000
INCQS,SALA DE AMOSTRAS,065003100
FAR-MANGUINHOS,ASSESSORIA DE DE COMUNICACAO,011010201
ILMD,SERVICO DE INFRAESTRUTURA,042103200
FAR-MANGUINHOS,CENTRO DE INOV. EM BIODIV. E SAUDE,011010201
COGIC,ASSESSORIA EXECUTIVA,008101500
INI,CENTRO HOSPITALAR,017202300
FAR-MANGUINHOS,DEPARTAMENTO FINANCEIRO,011010201
FAR-MANGUINHOS,NUCLEO DE AVALIACAO PROCESSUAL,011010201
FAR-MANGUINHOS,DIRETORIA EXECUTIVA,011010201
COGIC,DEPARTAMENTO SERVIÇOS GERAIS,008105000
ILMD,VICE DIR PESQ E SERV DE REFERENCIA,042101000
ILMD,VICE DIR DE GESTAO,042103000
COGEAD,SECRETARIA ACADEMICA DA EPSJV,012001001
FAR-MANGUINHOS,GERENCIA DE SINTESE ORGANICA,011010201
ENSP,VICE DIREÇÃO DE PESQUISA E INOVAÇÃO,007000004
ENSP,VICE DIREÇÃO DE ENSINO,007001300
ENSP,VICE DIR. DE ESCOLA DE GOVERNO EM SAÚDE,007007300
INCQS,SERVIÇO DE ANIMAIS DE LABORATÓRIO,065004400
INI,COORDENACAO ATENCAO A PACIENTES INTERNOS,017205320
IFF,CENTRO CIRURGICO - PEDIATRICO,006004222
COGIC,COORDENAÇÃO-GERAL DE INFRAESTR DOS CAMPI,008000000
INCQS,ASSISTÊNCIA AO PROGRAMA DE PÓS-GRADUAÇÃO,065000002
FAR-MANGUINHOS,NUCLEO DE SEGURANCA DO TRABALHO,011010201
FAR-MANGUINHOS,SERVICO DE MANUTENCAO PREDIAL,011010201
IAM,DEPARTAMENTO DE ADMINISTRACAO,032002000
ILMD,ASSESSORIA DE COMUNICACAO,042100002
ILMD,VICE DIR DE GESTAO E DES. INSTITUCIONAL,042103000
IGM,NUCLEO DE EPIDEMIOLOGIA E BIOESTATISTICA,033021001
IGM,UNIDADE ATENDIMENTO EMERGENC SAO MARCOS,033021002
INI,DIRECAO DO INI,017201000
COGEAD,DIRECAO,004001000
INI,SERVICO DE IMAGEM,017205230
IFF,CENTRO CIRURGICO DA GINECOLOGIA,006005009
ENSP,CENTRO LAT.AMERIC.DE EST.VIOL.EM SAUDE,007002540
COGEAD,CENTRO DE ESTUDO ESTRATEGICOS DA FIOCRUZ,001001112
INCQS,REVISTA VISA EM DEBATE,065009601
INCQS,VICE DIRETORIA DE GESTÃO DA QUALIDADE,065009000
INCQS,NT COMISSÃO DO PROGR. DE ENS. DE PROF.,065007900
INCQS,NT DE PRODUTOS BIOLÓGICOS,065009180
IOC,SECAO DE PATRIMONIO,005001004
ENSP,SERVICO DE AMBULATORIO - HELIO FRAGA,007010020
ENSP,SERVIÇO DE INFRAESTRUTURA,007009000
COGEAD,SECAO DE PATRIMONIO,009103240
IOC,DEPTO DE PROTOZOOLOGIA,005002000
IOC,LAB DE HELMINTOS PARASITOS DE PEIXES,005120038
IRR,SERVICO APOIO TECNICO CIENTIFICO,031005000
COGEAD,SECAO DE PROCESSAMENTO TECNICO,009101502
COGEAD,SERVICO DE APOSENTADORIAS E PENSOES,016004120
INCQS,ASSESSORIA DE COMUNICAÇÃO SOCIAL,065008100
IAM,SETOR DE APOIO TECNICO CIENTIFICO,032001401
IAM,NUCLEO DE PLANEJAMENTO,032001100
IAM,VICE DIRETORIA,032001010
IAM,SERV.ECONOMICO FINANCEIRO,032002300
IAM,SECAO DE COMPRAS,032002110
ENSP,SERVIÇO DE COMPRAS,007006120
IRR,SECAO DE MOLUSCARIO,031024000
IRR,SERV GESTAO DA QUALIDADE E BIOSSEGURANCA,031000020
IRR,NUCLEO DE COMUNICACAO,031001010
IRR,SERVICO DE SECRETARIA DE ENSINO,031023010
ICTB,DEPARTAMENTO DE PRIMATOLOGIA,018007000
COGIC,SECAO BEM A LOCALIZAR,008009999
IGM,CENTRO INT DADOS CONHECIMENTO PARA SAUDE,033888852
ENSP,"CENTRO DE EST,POL,INFOR DETER SOC SAUDE",007007500
ENSP,VICE DIR DE POS GRADUACAO,007001300
COGEAD,LAB.FORMACAO GERAL EDUCAC. PROF EM SAUDE,012007008
INCQS,SERVICOS GERAIS,065001200
COGEAD,NUCLEO BIOSSEGURANÇA,001003100
IOC,DEPTO DE ENTOMOLOGIA,005002800
FAR-MANGUINHOS,DEPARTAMENTO DE MANUTENCAO,011010201
FAR-MANGUINHOS,VICE-DIRETORIA DE GESTAO DA QUALIDADE,011010201
FAR-MANGUINHOS,QUIMICA DE PRODUTOS NATURAIS,011010201
ENSP,SERVIÇO DE GESTÃO ACADÊMICA,007005100
